unique_id, Restuarant_Name, Longitude, Latitude, Price_Index, Num_Shown_5_star, Num_Shown_4_star, Num_Shown_3_star, Num_Shown_2_star, Num_Shown_1_star, Total_Shown_Votes, Avg_Shown_Score, Num_Filtered_5_star, Num_Filtered_4_star, Num_Filtered_3_star, Num_Filtered_2_star, Num_Filtered_1_star, Total_Filtered_Votes, Avg_Filtered_Score
d0XtFPtDQhlXXTY-9uCxAA,Taqueria Traspasada,41.9389527,-87.6979428,1,45,54,9,6,8,122,4.0,12,6,2,0,1,21,4.333333333333333
jLeoiyhxx5FyGmtuYpdQnQ,Pho No.1,41.9679385904684,-87.7754132153047,1,62,31,8,4,5,110,4.281818181818182,3,2,0,2,1,8,3.5
LXtSheHGNVAjY8DUMy9pqA,New York Delicatessen,41.9353856,-87.6467644,1,147,55,16,8,4,230,4.447826086956522,42,8,1,1,7,59,4.305084745762712
8oKRLk54AhYwEaBe7onYog,Green Door Tavern,41.8946215100706,-87.6373652708838,2,79,157,69,12,12,329,3.8480243161094223,14,14,1,0,2,31,4.225806451612903
CwPi6NVuJIZZx4IBcTekFQ,Yolk South Loop,41.868802670386,-87.624455337994,2,418,473,251,116,43,1301,3.850883935434281,54,69,20,11,16,170,3.788235294117647
JkSMTKASXhXmMJK5qcCJiQ,The Orbit Room,41.9356631,-87.6975722,2,107,123,37,20,11,298,3.98993288590604,22,13,3,2,13,53,3.547169811320755
kxqcvZTKm2FAt6c5JNViNw,Brgrbelly,41.985086,-87.7761971,2,108,23,14,5,6,156,4.423076923076923,8,6,1,1,3,19,3.789473684210526
8sNuhJjg7fEzVY5L7nW_kg,Paco’s Tacos,41.815012,-87.702131,1,55,30,6,2,3,96,4.375,15,5,0,0,4,24,4.125
zXDVdB7jofrt1IWODlOtUA,Beatrix River North,41.891477,-87.6308169,2,393,324,88,40,23,868,4.179723502304148,25,18,2,1,2,48,4.3125
YU3XvseN8keVmipgidQ94w,Antique Taco,41.9063609,-87.671681,2,296,298,117,59,30,800,3.96375,46,24,6,5,4,85,4.211764705882353
jmb-2jtaaDXe8bYD4QLTzw,La Palma Puerto Rican Restaurant,41.9058051,-87.7119663,1,54,25,6,5,9,99,4.111111111111111,29,3,2,1,5,40,4.25
3Yw8i4DTPR5a7SpQJMMS9Q,Honky Tonk BBQ,41.8577783,-87.656753,2,190,223,107,81,60,661,3.6081694402420577,75,29,13,15,28,160,3.675
d6UbRb9W5eA1yL-DuVZ8ug,ZED451,41.896111,-87.63102,3,377,334,129,69,60,969,3.9277605779153766,71,36,7,19,37,170,3.5
q684td_kKNRMTHMeMchXOg,En Hakkore,41.91518,-87.677724,2,250,131,26,7,6,420,4.457142857142857,19,4,3,1,0,27,4.518518518518518
sQ-IPzNMgkDkF7BWb9cApw,Nohea Cafe,41.8817241,-87.6603567,2,78,57,9,5,8,157,4.222929936305732,27,8,0,5,3,43,4.186046511627907
U5qXyYimIHN5s1IXdV1qdA,Moon’s Sandwich Shop,41.8806481,-87.6867815,1,41,26,8,4,6,85,4.08235294117647,3,5,1,0,2,11,3.6363636363636362
XZwuqqN5HZ8jFAdmxQmcKg,Casa Yari,41.9249801635742,-87.7101974487305,2,57,13,1,0,3,74,4.635135135135135,6,0,1,0,2,9,3.888888888888889
bzimKESOih3WdRWa42QXMg,Perennial Virant,41.9154762,-87.6345544,3,167,149,61,39,11,427,3.988290398126464,13,5,5,7,5,35,3.4
mRHWyuwuBoNErcNbwwdjVw,Cherubs,41.925193,-87.691153,1,20,12,6,2,1,41,4.170731707317073,4,0,2,0,1,7,3.857142857142857
JVPraLjYtcNRzcfhHHNOhQ,The Grafton,41.9639855,-87.6857255,2,119,196,67,33,15,430,3.8627906976744186,21,17,2,3,5,48,3.9583333333333335
0VEE9H6OuGaswhC70tjKeQ,Beatrix Streeterville,41.8944538,-87.6227298,2,58,25,10,6,3,102,4.264705882352941,10,1,0,0,0,11,4.909090909090909
uFsyh2CRpIWYOaT_FfiHtg,Blue Door Farm Stand Too,41.9180765,-87.6466439,2,11,0,0,0,0,11,5.0,0,0,0,0,0,0,x
ElCbMJRjgu9LDj4MxOKXew,Big Jones,41.9794385,-87.6680092,2,330,421,189,110,32,1082,3.8382624768946396,51,29,17,16,15,128,3.6640625
Y0FD11PwniiZdMHvjIaplw,Ugo’s Kitchen & Bar,41.9173118757641,-87.6987504834681,2,27,5,4,2,1,39,4.410256410256411,5,0,0,0,0,5,5.0
QG6k8viDLaAf5WBIytthDA,Jess Cafe,41.9382945,-87.7722116,1,132,81,18,15,14,260,4.161538461538462,22,8,2,4,3,39,4.076923076923077
cKZNbMvoqJaUe7n6lf6i7w,Wildberry Pancakes and Cafe,41.884596215642,-87.6230798295251,2,1106,598,184,63,30,1981,4.356385663806159,113,49,11,9,43,225,3.8
0WqF9QEQBgNHNr3WXmwS6g,Jubrano’s,41.86906,-87.664896,1,34,33,13,7,2,89,4.01123595505618,16,7,0,0,1,24,4.541666666666667
aSxxfNO_647MtX8zc6vhOg,Angelina Ristorante,41.947681,-87.646998,2,174,188,75,48,23,508,3.87007874015748,18,25,7,10,9,69,3.4782608695652173
FqzYCiJ29FGw6KFAGrpuJQ,Lou Malnati’s Pizzeria,41.9025154,-87.6284023,2,309,238,86,41,34,708,4.055084745762712,33,25,11,6,8,83,3.8313253012048194
B5CpZsEZJqRsKVYU7nWDDg,The Aberdeen Tap,41.89033,-87.654946,2,104,97,16,0,4,221,4.343891402714932,18,4,1,0,1,24,4.583333333333333
7zXVHfCWPnoAgU2pEbaazQ,Ara On,41.8794523179531,-87.6327513903379,2,60,70,34,14,5,183,3.907103825136612,7,9,0,0,2,18,4.055555555555555
UHUalNP0sTqDeCdXrBCAZg,Sol de Mexico,41.9357899,-87.7470853,2,102,44,18,8,6,178,4.280898876404494,27,9,1,2,3,42,4.309523809523809
-QSd8rhzCui-tZEyIfwyQA,Ñ,41.9356832,-87.6927103,2,63,72,22,23,10,190,3.8157894736842106,10,4,1,1,4,20,3.75
-iO1az8Y48qGtbbCsi_czA,Da Rae Jung,41.9765311,-87.6928183,2,136,77,17,5,3,238,4.420168067226891,14,4,0,0,1,19,4.578947368421052
4BAiPbaQCS-62BhjlkqlOA,The Blanchard,41.9174772,-87.6363236,3,34,17,7,3,4,65,4.138461538461539,4,0,0,1,1,6,3.8333333333333335
e7l0KeuIW6YfoBavU-Ptcw,Ruxbin,41.89758,-87.6669919,3,364,180,79,25,14,662,4.29154078549849,36,17,3,4,3,63,4.253968253968254
xy2FBJGECy-pxf0U9b2-eQ,Sultan’s Market,41.9284272,-87.6420285,1,172,170,60,22,11,435,4.080459770114943,28,17,3,2,6,56,4.053571428571429
F3fJg60npf7YQfY-n73P8Q,Cafe El Tapatio,41.9434776,-87.6690781,2,178,213,69,32,35,527,3.886148007590133,25,22,9,3,6,65,3.876923076923077
XqJ-TLSuIdYF0wKGK3F06w,Tacos Palas,41.859012,-87.646978,1,17,12,5,0,1,35,4.257142857142857,3,2,0,0,1,6,4.0
-kHNCSxf_lHi9822c43J7w,Ora,41.9756288,-87.6682464,2,195,73,18,14,9,309,4.394822006472492,30,8,1,0,5,44,4.318181818181818
gLcItuS3IkzGzNIq0kWgHQ,Ixcateco Grill,41.961403,-87.713415,2,40,20,3,0,0,63,4.587301587301587,3,3,0,0,1,7,4.0
bFxtGcL0W7ZNEj3NwTmM0A,Blackbird,41.8842918333133,-87.6435537582028,3,407,365,183,99,35,1089,3.9274563820018367,43,28,9,8,8,96,3.9375
FiYmu6a5yJbTmoTfvIM2nA,ORD Pizzeria,41.961566,-87.6696193,2,84,36,13,7,7,147,4.244897959183674,5,2,1,1,4,13,3.230769230769231
zNvvqQSN_CKg4dCnNc_XRw,Peach And Green,41.8811310397856,-87.6260386631488,1,29,9,8,6,3,55,4.0,8,0,0,0,1,9,4.555555555555555
ugOU_IJV4qFSaC1BtuazyQ,Sweetwater Tavern and Grille,41.886616,-87.623972,2,91,252,177,66,32,618,3.4919093851132685,16,19,10,9,10,64,3.34375
EnsfSFa422IkWwFvR1hJMQ,Duke Of Perth,41.9352605,-87.6465332,2,166,225,72,15,10,488,4.069672131147541,19,22,7,17,15,80,3.1625
oSyXCPjUhCgoTXA8VdbOTA,Kameya,41.9219186,-87.6491023,2,85,42,17,6,5,155,4.264516129032258,7,1,2,0,0,10,4.5
ZIqeTQDb26J1dnPeHGRiLA,The Bongo Room,41.8672065734863,-87.6256332397461,2,371,448,201,86,43,1149,3.885987815491732,31,31,7,8,13,90,3.6555555555555554
aEYu5fU5i2HKBOkvC9Zm7w,Ricobene’s,41.8457361,-87.6339608,1,158,149,50,34,41,432,3.8078703703703702,38,20,6,8,22,94,3.4680851063829787
9vfM3389qnOhsMYO7ec6NA,Mama Milano’s Pizza Bar,41.908183,-87.634163,2,62,26,8,9,3,108,4.25,8,0,1,0,5,14,3.4285714285714284
EeIcldvXA-V-VkXqNeWdlA,Bistro Dre,41.9358667,-87.6628925,2,108,73,19,19,32,251,3.8207171314741037,27,9,1,3,13,53,3.641509433962264
v1aNjxvElp02bRfaGieSNw,Taqueria Sabor Y Sazon,41.854669,-87.664222,1,21,5,3,2,1,32,4.34375,3,0,0,0,0,3,5.0
7Br2Xp5XBj5wYEoXWy6fRA,Twisted Tapas,42.0058573,-87.6603059,2,89,51,8,10,5,163,4.282208588957055,21,6,1,4,2,34,4.176470588235294
ZVzt6xox9mjcegvkcUxn4w,Cafe Brauer,41.919116975692,-87.6338875971283,2,26,18,6,1,1,52,4.288461538461538,5,3,2,0,3,13,3.5384615384615383
avPNh77s2rYNAkABm8MTKw,Restaurant Veneno De Nayarit,41.9004803,-87.6676598,2,167,122,32,28,44,393,3.8651399491094147,20,14,4,2,14,54,3.4444444444444446
Bmc0wjoqFH1kSBMPSrj0xw,The Red Lion Pub,41.9262503,-87.6502686,2,40,14,5,0,4,63,4.365079365079365,5,1,0,5,2,13,3.1538461538461537
57tIovgpJG-dV_uVSK4ZDg,Franks ‘N’ Dawgs,41.9150441,-87.6548019,2,290,209,81,32,28,640,4.0953125,36,8,7,8,10,69,3.753623188405797
bQaiow1WcwwSODUo9hHOMQ,RPM Italian,41.890873,-87.6301116,3,801,518,247,119,56,1741,4.085008615738081,106,63,28,31,45,273,3.5641025641025643
E974TODU6F-HCzUS02nXiQ,Tortoise Club,41.8887554967998,-87.6282440151018,3,102,83,37,23,5,250,4.016,17,4,0,1,3,25,4.24
eouoOadI4bWZqBRxWhok-w,Taza Cafe,41.88528255359,-87.635568761842,1,238,157,34,24,4,457,4.3150984682713345,29,15,2,2,3,51,4.2745098039215685
VAregVfBNLYr9qz-cexxiw,Café Orchid,41.9470664,-87.6731856,2,106,161,39,24,10,340,3.9676470588235295,36,17,2,3,7,65,4.107692307692307
hVf31CYionZPWquqKnOsUw,DiSotto Enoteca,41.8985615,-87.6213982,2,85,50,10,4,1,150,4.426666666666667,5,6,1,0,0,12,4.333333333333333
ZjHA6dwdgGXm-NjUcFezOA,BIG & little’s Restaurant,41.898386,-87.63726,2,401,322,108,65,25,921,4.095548317046688,59,27,10,9,12,117,3.9572649572649574
z8G5AfXYbJD2jQpSEF633g,Michael’s Pizzeria & Tavern,41.9567379,-87.6519191,2,151,130,44,22,13,360,4.066666666666666,20,14,1,1,2,38,4.2894736842105265
7vsOVA4wrHP6f3DMQdD8og,Volare Ristorante Italiano,41.8914584,-87.6226313,2,508,432,139,60,44,1183,4.0989010989010985,74,35,7,10,16,142,3.992957746478873
-sEO86TemAiX4Hc4x0uexw,Ponce Restaurant,41.9246378,-87.7346733,1,52,14,3,8,11,88,4.0,14,3,1,0,3,21,4.190476190476191
iV0dJWBCENr4ZiTgqK4lLQ,Southport & Irving - SIP,41.95452,-87.6644318,2,113,102,36,40,16,307,3.8338762214983713,25,7,1,4,5,42,4.023809523809524
3kuU1dISJCNFunCKDjplpg,Garifuna Flava,41.779496,-87.686937,2,106,40,11,1,2,160,4.54375,27,9,0,2,1,39,4.512820512820513
XTpzGxeVtwBi-lq6EbPhEg,El comalito,41.9226508,-87.6876507,1,12,0,1,0,0,13,4.846153846153846,1,0,0,0,0,1,5.0
qjnpkS8yZO8xcyEIy5OU9A,Girl & the Goat,41.8841049992939,-87.6479440725005,3,3037,1103,445,207,82,4874,4.396389002872384,485,204,88,33,142,952,3.9002100840336134
XgGUnYs2bjbbNvBefFtWxA,The Pasta Bowl,41.92638,-87.641448,2,237,219,68,24,34,582,4.0326460481099655,41,25,5,4,5,80,4.1625
vvhfPV-Llkd4fE2SHuLVvA,The Gage,41.8813024487444,-87.6246796858714,3,680,873,256,79,31,1919,4.090151120375196,71,68,15,10,45,209,3.526315789473684
FgscTtEHFNqnVGjubIvLXw,Lotus Cafe & Bánh Mì Sandwiches,41.8645737,-87.6458928,1,188,75,16,3,2,284,4.563380281690141,18,2,0,0,0,20,4.9
Cd-FHp9P_vxI0iHAZwsYIw,Unite Urban Grill,41.8963899,-87.66441,2,121,50,12,15,3,201,4.348258706467662,25,5,0,2,2,34,4.4411764705882355
FiJ2O5LHPfL-OyiBBazpgA,The Corned Beef Factory Sandwich Shop,41.8854532668439,-87.6526295766234,2,92,17,6,6,2,123,4.5528455284552845,11,4,0,0,0,15,4.733333333333333
Dn23mAnWMquipOt4b76fOQ,TWO,41.891282,-87.6560565,3,305,148,49,23,11,536,4.330223880597015,23,10,2,1,1,37,4.4324324324324325
Kesy2o_OiHCS6juMdXFb7A,Goose Island Shrimp House Chicago,41.9034225,-87.652858,1,38,34,23,9,11,115,3.6869565217391305,11,7,1,1,2,22,4.090909090909091
Ydf5dgFsGhMSP61Ht7TekA,Butcher & The Burger,41.9178768,-87.6543136,2,301,254,85,58,34,732,3.9972677595628414,53,32,9,11,6,111,4.036036036036036
J1e-SGNCiU02aFQ4T-u2DQ,The Bongo Room,41.973514,-87.668284,2,161,101,53,29,17,361,3.9972299168975067,12,4,3,2,2,23,3.9565217391304346
bbJOsnKN0nNkYmnDHOdAwQ,Emerald Loop,41.8863702,-87.6265311,2,43,89,108,36,26,302,3.2880794701986753,14,8,8,4,8,42,3.380952380952381
3kj0naj7ACPcVdpnygFLEQ,Rubi’s at the New Maxwell Street Market,41.8717213,-87.6440029,1,21,10,4,0,1,36,4.388888888888889,1,0,0,0,0,1,5.0
lqJvhcQBirF5J-wNC0kGuA,Woodie’s Flat,41.9102022,-87.634401,2,46,44,22,10,6,128,3.890625,0,2,1,0,0,3,3.6666666666666665
xQnuBMN92ZTq17oLTYMuPw,The Radler,41.9244284,-87.6996531,2,77,87,46,21,4,235,3.902127659574468,12,3,5,4,5,29,3.4482758620689653
o4vm4Z31Xfr-Fa8_D9EnLw,Acanto,41.8814566,-87.6248985,3,52,41,8,11,5,117,4.05982905982906,4,0,0,2,1,7,3.5714285714285716
zIXZtgiir9CVF-iZeeAvaQ,Ramen-san,41.8898027,-87.630364,2,160,225,144,75,37,641,3.6177847113884556,15,5,4,2,4,30,3.8333333333333335
_gcDPMZjM4rVO5ZVfM3xlA,Parson’s Chicken & Fish,41.9174639,-87.7010202,2,165,185,96,62,42,550,3.670909090909091,12,19,7,7,7,52,3.423076923076923
TQp4_qJFrn_aO6Y1IOZgCg,Gus’s World Famous Fried Chicken,41.8866488028888,-87.6494031537698,2,48,53,28,10,5,144,3.8958333333333335,8,2,1,0,0,11,4.636363636363637
EqYsNrxTk6YM-Qk7xWC48g,Tre Kronor,41.9759307505565,-87.7109275,2,240,205,57,19,12,533,4.204502814258912,21,16,3,2,3,45,4.111111111111111
X8DCUB7sJwlmYYQJuTF9nw,Zachi,41.9399198,-87.6641233,1,141,41,19,12,7,220,4.35,28,2,2,2,2,36,4.444444444444445
eHpf-vadyWIK23bdK67IXA,Dolo,41.852565,-87.636045,2,54,47,14,8,10,133,3.954887218045113,6,2,0,0,1,9,4.333333333333333
xx4AqXy2x2jvIIR2hsQotQ,Hash,41.906551,-87.686734,2,79,47,32,22,12,192,3.828125,11,3,1,1,3,19,3.9473684210526314
CJKbHl_jPTtzMIQYTHHgiA,Ceres’ Table,41.938555,-87.6443808,2,65,36,18,21,12,152,3.7960526315789473,3,1,3,1,1,9,3.4444444444444446
fUYB5sY0lSx_xFL9pNmh1A,Snack Planet,41.8550594,-87.6320696,1,10,2,0,0,0,12,4.833333333333333,2,0,0,0,0,2,5.0
3K8whWvhWypsf44WU1yBjw,El Milagro Tortilleria,41.844866,-87.702186,1,65,38,9,5,8,125,4.176,11,8,0,3,3,25,3.84
YF1YUnp1hDs38O5khC6rjQ,Cafe Central,41.8960102,-87.6639254,1,71,70,19,6,6,172,4.127906976744186,14,5,1,0,1,21,4.476190476190476
Kav5AnP2BV4FVkU0D8LuWA,The Winchester,41.899786,-87.67558,2,63,51,29,27,10,180,3.7222222222222223,3,1,1,5,3,13,2.6923076923076925
9SY1qjFBIo8W48W6OTGWGg,Batter & Berries,41.9316821,-87.6577734,2,576,273,109,84,74,1116,4.068996415770609,69,23,15,17,19,143,3.7412587412587412
sKyAnMdp323a5rliCqRvHQ,Belly Shack,41.9161563,-87.6875879,2,233,312,138,84,21,788,3.8274111675126905,21,31,9,8,1,70,3.9
uE8QnPNXFgKXgF9FVcRQeA,Grandview Tavern & Beer Garden,41.8912849,-87.6576396,2,38,21,7,7,6,79,3.9873417721518987,14,4,1,0,0,19,4.684210526315789
ID-0tVdM9YatcHzjDfiofg,Fremont Chicago,41.890639,-87.628707,3,23,2,2,1,2,30,4.433333333333334,2,1,0,0,0,3,4.666666666666667
YQNUIt5GsgreY3jVGjAttw,Mexique,41.9013087,-87.6827676,3,254,212,70,32,12,580,4.144827586206897,27,18,5,4,1,55,4.2
wzw3aysUi9sBq-wLb6OXbQ,Zizi’s Cafe,41.9333056,-87.6536617,2,249,79,26,16,9,379,4.432717678100264,39,6,1,2,1,49,4.63265306122449
37g7wVs9Wi1QtX9lBXogoQ,Cantina 1910,41.973238,-87.667674,3,68,56,34,49,29,236,3.360169491525424,38,6,0,5,9,58,4.017241379310345
c3DGLqz31UbLapOYoRJJiw,Asian Outpost,41.8653813,-87.6254853,2,83,70,19,13,8,193,4.072538860103627,11,6,1,0,1,19,4.368421052631579
BmqLmgX7i-pM-0h_xzbwMA,Maude’s Liquor Bar,41.884617503513,-87.649123464731,3,323,293,68,30,26,740,4.158108108108108,51,17,5,3,33,109,3.458715596330275
d8sfksDhA_dfc6AXgeOv2A,Appellation,41.976669,-87.668761,2,11,6,3,0,2,22,4.090909090909091,0,0,0,0,0,0,x
D1K-vLXfA5-hppRzVY7q2w,Smoke Daddy,41.9034702,-87.6726919,2,228,380,173,92,50,923,3.697724810400867,54,29,14,9,14,120,3.8333333333333335
xHdy8fbDVB4Nb_WGBN50Ow,Humboldt Haus Sandwich Bar,41.9102569,-87.7012481,1,31,12,2,1,1,47,4.51063829787234,8,5,0,0,0,13,4.615384615384615
yeS75b3f-Q7pDFWB83x8bg,LYFE Kitchen,41.9097155,-87.6478812,1,7,3,0,1,1,12,4.166666666666667,1,0,0,0,0,1,5.0
LPZP6SvCfBIAQahXDx3Ajg,Turquoise Restaurant,41.942897,-87.682599,2,163,175,71,39,25,473,3.8710359408033828,33,30,3,5,11,82,3.841463414634146
KNTr01EKcdjQCrTyJVsMaA,Marshfield’s Urban Grill,41.925815,-87.669692,2,35,12,2,0,4,53,4.39622641509434,6,2,1,2,0,11,4.090909090909091
tntGxmQJyv8ZomQJ5Z14BQ,Frasca,41.9431399,-87.6713934,2,158,264,90,36,13,561,3.9233511586452763,23,17,2,5,6,53,3.8679245283018866
iBA2L7fbTJi2PcrjDaOfoQ,Sammy’s Kitchen,41.7928550561618,-87.7613519132137,1,61,25,0,1,1,88,4.636363636363637,8,2,0,0,0,10,4.8
al530TnimkgqmPU6q-2hQw,Tiztal Café,41.9662128,-87.6666323,2,171,174,34,12,6,397,4.239294710327456,16,7,1,0,1,25,4.48
hyQUASRVWrEL3Qlob3nWGQ,Taketei,41.9781553,-87.6583534,2,53,21,1,3,3,81,4.45679012345679,11,1,0,0,0,12,4.916666666666667
6cYzBl8YfgNUv2oMaijrGQ,Jim’s Original Hot Dog,41.8657297,-87.6452289,1,210,124,38,14,11,397,4.279596977329975,31,8,3,1,3,46,4.369565217391305
rgaoVm01HFYC292weFuTXA,Goosefoot,41.9686988,-87.6959545,4,135,42,16,2,2,197,4.553299492385787,27,1,3,0,1,32,4.65625
LbW8aM6FHUE5-AKcY-5dYg,Delux Bar & Grill,41.89398,-87.651408,2,42,72,26,9,5,154,3.8896103896103895,13,8,1,0,2,24,4.25
ay8t2gsoi-DznQDv0kZh2w,Little Saigon Baguette,41.9772529,-87.6598873,1,26,3,0,0,1,30,4.766666666666667,5,1,0,0,1,7,4.285714285714286
GYc8FyG3_BZPMA_2ji3a1A,Rapidito,41.9322175499411,-87.675347328836,1,26,9,1,2,0,38,4.552631578947368,8,1,0,0,1,10,4.5
fW5mNILkfD3-0cOqoPsRvA,Labriola Chicago: La Stanza Ristorante and Labriola Cafe,41.892014,-87.623597,2,56,43,14,9,9,131,3.9770992366412212,7,2,1,3,0,13,4.0
D0mt_bc3x6uIT7HoH3UMsg,Armitage Courtyard Cafe,41.9168994,-87.7336071,1,9,1,0,1,0,11,4.636363636363637,2,0,1,0,0,3,4.333333333333333
NTQlPwOGbQhwbbjkUBoPuw,Fulton Market Kitchen,41.887184,-87.650678,3,79,44,34,21,18,196,3.739795918367347,14,7,2,0,10,33,3.4545454545454546
Kj3D8EB8_H7_gOFhM96AMQ,Patsy’s Place,41.9333233,-87.6593779,2,72,53,12,11,5,153,4.150326797385621,9,2,1,2,1,15,4.066666666666666
m_J7wFRwwRdck6M-dfn3iw,Buena Vista,41.9389873,-87.6443554,1,82,90,28,15,6,221,4.027149321266968,10,9,1,0,2,22,4.136363636363637
PidZ26sboIS3-6CtUpNskA,Chicago Raw,41.8841694251783,-87.6408842460633,2,113,44,12,6,2,177,4.468926553672317,26,6,0,2,2,36,4.444444444444445
mGnNer7raiilgF0JWCpGtw,The Office,41.8865541,-87.6520562,4,100,25,8,5,5,143,4.468531468531468,10,3,0,0,1,14,4.5
oEFJ29zAQaCNnQzebHQvpg,The Violet Hour,41.9089221,-87.6777565,3,845,538,179,95,71,1728,4.152199074074074,88,45,14,5,51,203,3.561576354679803
cgeDgR3PmctNyv-P4iH-3w,Balena,41.9120291,-87.6481094,3,242,226,93,46,14,621,4.024154589371981,21,11,4,7,3,46,3.869565217391304
EDLESuetqE5RZN7kP8vI9g,Puesto Sandwich Stand,41.9431996,-87.6539909,1,42,3,2,0,1,48,4.770833333333333,4,0,0,0,0,4,5.0
S82Ug9CXLF-mFAi6n33UEA,G & O,41.8909068,-87.6588588,2,54,35,3,10,1,103,4.271844660194175,4,3,1,0,0,8,4.375
o54U2VkQama8FI30qDkWvw,The Chicago Diner,41.9440076,-87.6491442,2,712,478,171,90,48,1499,4.1447631754503,115,76,18,9,14,232,4.1594827586206895
tW2jfL-qMccAYZSghPBbHA,The Art of Pizza,41.9370799,-87.668161,1,409,284,119,56,44,912,4.050438596491228,79,46,11,10,35,181,3.685082872928177
hrIjVmrXhOHha_qeip4u4w,The Silver Palm,41.8955861,-87.6548113,2,51,107,50,23,13,244,3.6557377049180326,6,9,1,3,5,24,3.3333333333333335
8hioSQ9DWbtChDWRS_RglQ,Gideon Welles,41.9633249818403,-87.6853008940816,2,24,9,6,6,1,46,4.065217391304348,2,0,0,0,1,3,3.6666666666666665
jQKdqHbV1MhivawvvA24dQ,Jerk Modern Jamaican Grill,41.8963802,-87.6482277,2,60,36,22,22,21,161,3.5714285714285716,5,0,0,3,3,11,3.090909090909091
-LJayGlySYnQ8z2VvZyFNw,Little Vietnam,41.9837803,-87.6593784,1,90,43,19,4,2,158,4.360759493670886,11,5,2,0,1,19,4.315789473684211
ZZTbDVRmMaXmPKNGTCpWUw,Ameer Kabob,41.9008173,-87.6629636,1,57,58,19,12,13,159,3.842767295597484,13,8,2,0,5,28,3.857142857142857
Jg37rNs7b3G0R5ZGg9Z7rQ,Izakaya Mita,41.917633,-87.677923,2,48,16,12,5,7,88,4.056818181818182,2,0,0,0,0,2,5.0
jDSPb0n9xo--C6qpbkEz-A,Yefseis Cafe,41.943147,-87.649694,1,77,29,11,5,3,125,4.376,21,2,4,1,0,28,4.535714285714286
Psi34XLTOtVqLYS9StO1hA,Tweet,41.9739742,-87.655207,2,569,360,109,67,56,1161,4.1360895779500435,49,27,9,9,11,105,3.895238095238095
ASlx7L6iRPTwgzutJYNjxQ,Dinosaur Bar-B-Que,41.909549,-87.652034,2,59,62,39,35,8,203,3.6354679802955663,4,0,0,1,9,14,2.2142857142857144
pdEujVnzjHNIX99o2JRgqw,Joe Boston’s Italian Beef,41.8957788,-87.700639,1,57,39,23,10,4,133,4.015037593984962,17,4,1,2,3,27,4.111111111111111
gmwPUKf6fL2QNRlt3t1zIQ,R Public House,42.016348,-87.66857,2,36,21,11,9,3,80,3.975,5,2,1,0,3,11,3.5454545454545454
1cgWXsikJqAQezRmruj2rg,Bistro Campagne,41.9636449,-87.685632,3,269,177,53,35,11,545,4.207339449541284,43,19,5,3,4,74,4.27027027027027
bWmcUf2Ev0U-vuaolEU3cQ,Bricks,41.9169064,-87.6365454,2,157,182,46,25,23,433,3.9815242494226326,20,11,5,3,5,44,3.8636363636363638
UQ3cGi3GdBljE3i2_qLcBQ,Artopolis,41.877626,-87.647589,2,228,284,71,22,24,629,4.0651828298887125,35,29,6,4,6,80,4.0375
PlJM2cGFBEhv51_ZpP2EuQ,Giordano’s,41.891432,-87.6090801,2,21,12,7,3,2,45,4.044444444444444,2,0,2,1,1,6,3.1666666666666665
-pgwH-_0OaF4SAGeqAJTig,Same Day Cafe,41.9299165,-87.7071654,2,36,10,3,1,0,50,4.62,1,0,0,0,0,1,5.0
sWYRaPCYHrTxsZPLWmzkzQ,Scofflaw,41.9173240661621,-87.7071762084961,2,269,159,43,26,13,510,4.264705882352941,18,11,3,12,18,62,2.9838709677419355
HwOzFKTCkOE1NwGrxXxuAQ,Rickshaw Republic,41.9238966,-87.647072,2,109,67,28,18,12,234,4.038461538461538,12,3,3,1,1,20,4.2
763ARZeDvQfhXZvkDlKtFw,DMK Burger Bar,41.936082,-87.654331,2,561,582,256,138,42,1579,3.9385687143761876,90,80,21,22,13,226,3.938053097345133
kLxobgGBwgdjz3jGjWGorg,L’Appetito,41.894957420707,-87.626742636595,1,63,72,20,9,3,167,4.095808383233533,5,4,2,0,0,11,4.2727272727272725
J8omlM4n4HBsgR7nVtAgqQ,GreenRiver,41.8937834,-87.6207793,2,44,25,2,6,3,80,4.2625,4,0,0,2,0,6,4.0
cBe4_QnP73qdxNnld4boTw,Xoco,41.9087869,-87.674446,2,67,64,46,44,15,236,3.5254237288135593,10,3,1,3,3,20,3.7
lFuxZf4-nCThJd8fV_EwBw,Paddy Long’s,41.932871,-87.655042,2,106,138,38,21,19,322,3.9037267080745344,23,3,4,1,4,35,4.142857142857143
ZGnxEJXlv8e41qhVLkfKtQ,Acadia,41.85904,-87.6252412,4,151,72,35,17,15,290,4.127586206896551,24,5,0,7,11,47,3.5106382978723403
98XplJ-Nj_VpzpJWDXpHtg,Don Fresco,41.874314084668,-87.6405603971736,1,13,4,1,1,1,20,4.35,1,0,0,1,0,2,3.5
r732n4Oq1YO02K58fcR-Yg,Sushi Dokku,41.8841737,-87.6484729,2,80,73,26,17,8,204,3.980392156862745,11,2,0,1,2,16,4.1875
J9WfLOHSTcXaT_9kz2gq0Q,Conte Di Savoia European Specialties,41.8695576,-87.6632396,1,84,68,17,3,0,172,4.354651162790698,15,3,1,2,0,21,4.476190476190476
mPFMi734NXkvLFotygLrCA,Sepia,41.883933,-87.6424,3,235,299,171,65,29,799,3.8085106382978724,44,26,7,12,32,121,3.3140495867768593
